SMILES,Name
NS(=O)(=O)c1ccc(C(=O)OCC2CCC(=NO)CC2)cc1,MOL0324
NS(=O)(=O)c1ccc(C(=O)OCC[N+](=O)[O-])cc1,MOL0325
NS(=O)(=O)c1ccc(C(=O)OCC(F)([N+](=O)[O-])[N+](=O)[O-])cc1,MOL0326
NS(=O)(=O)c1ccc(C(=O)OCCO[N+](=O)[O-])cc1,MOL0327
NS(=O)(=O)c1ccc(C(=O)OCCCCO[N+](=O)[O-])cc1,MOL0328
NS(=O)(=O)c1ccc(C(=O)OCCS(=O)(=O)O)cc1,MOL0329
NS(=O)(=O)c1ccc(C(=O)OCCCS(=O)(=O)O)cc1,MOL0330
NS(=O)(=O)c1ccc(C(=O)OCCOCCOCCS)cc1,MOL0331
NS(=O)(=O)c1ccc(C(=O)OCCCCCCN=C=S)cc1,MOL0332
COC(=O)c1ccc(S(N)(=O)=O)cc1Br,MOL0333
COC(=O)c1ccc(S(N)(=O)=O)cc1Nc1ccc(Br)cc1,MOL0334
COC(=O)c1ccc(S(N)(=O)=O)cc1C,MOL0335
COC(=O)c1ccc(S(N)(=O)=O)cc1OCc1ccccc1,MOL0336
COC(=O)c1ccc(S(N)(=O)=O)cc1SCc1ccccc1,MOL0337
COC(=O)c1ccc(S(N)(=O)=O)cc1Nc1ccccc1,MOL0338
COC(=O)c1ccc(S(N)(=O)=O)cc1OC1CCCC1,MOL0339
COC(=O)c1ccc(S(N)(=O)=O)cc1Sc1ccsc1,MOL0340
COC(=O)c1ccc(S(N)(=O)=O)cc1Cc1ccco1,MOL0341
CCc1cc(S(N)(=O)=O)ccc1C(=O)OC,MOL0342
COC(=O)c1ccc(S(N)(=O)=O)cc1Nc1cccc(C)c1,MOL0343
COC(=O)c1ccc(S(N)(=O)=O)cc1Nc1ccc(C)cc1,MOL0344
COC(=O)c1ccc(S(N)(=O)=O)cc1C(C)C,MOL0345
CCCCCCCOc1cc(S(N)(=O)=O)ccc1C(=O)OC,MOL0346
CCCCCCOc1cc(S(N)(=O)=O)ccc1C(=O)OC,MOL0347
COC(=O)c1ccc(S(N)(=O)=O)cc1OCC=C(C)C,MOL0348
COC(=O)c1ccc(S(N)(=O)=O)cc1OCCC(C)C,MOL0349
CCCCCOc1cc(S(N)(=O)=O)ccc1C(=O)OC,MOL0350
COC(=O)c1ccc(S(N)(=O)=O)cc1NC(=O)C(C)(C)C,MOL0351
CCCCC(=O)Nc1cc(S(N)(=O)=O)ccc1C(=O)OC,MOL0352
COC(=O)c1ccc(S(N)(=O)=O)cc1OC(=O)C(C)(C)C,MOL0353
CCCCOc1cc(S(N)(=O)=O)ccc1C(=O)OC,MOL0354
CCCCOC(=O)Nc1cc(S(N)(=O)=O)ccc1C(=O)OC,MOL0355
COC(=O)c1ccc(S(N)(=O)=O)cc1NC(=O)C(C)C,MOL0356
CCCC(=O)Nc1cc(S(N)(=O)=O)ccc1C(=O)OC,MOL0357
C=CCOc1cc(S(N)(=O)=O)ccc1C(=O)OC,MOL0358
COC(=O)c1ccc(S(N)(=O)=O)cc1OC(C)C,MOL0359
CCCOc1cc(S(N)(=O)=O)ccc1C(=O)OC,MOL0360
C=CCOC(=O)c1cc(S(N)(=O)=O)ccc1C(=O)OC,MOL0361
CCC(=O)Nc1cc(S(N)(=O)=O)ccc1C(=O)OC,MOL0362
CCOc1cc(S(N)(=O)=O)ccc1C(=O)OC,MOL0363
CCOC(=O)CCc1cc(S(N)(=O)=O)ccc1C(=O)OC,MOL0364
COC(=O)c1ccc(S(N)(=O)=O)cc1NC(C)=O,MOL0365
COC(=O)c1ccc(S(N)(=O)=O)cc1OC(C)=O,MOL0366
COC(=O)c1ccc(S(N)(=O)=O)cc1Cl,MOL0367
COC(=O)c1ccc(S(N)(=O)=O)cc1Nc1cccc(Cl)c1,MOL0368
COC(=O)c1ccc(S(N)(=O)=O)cc1Nc1ccc(Cl)cc1,MOL0369
COC(=O)c1ccc(S(N)(=O)=O)cc1OCC(=O)N(C)C,MOL0370
COC(=O)c1ccc(S(N)(=O)=O)cc1OC,MOL0371
COC(=O)c1ccc(S(N)(=O)=O)cc1C(=O)OC,MOL0372
COCOc1cc(S(N)(=O)=O)ccc1C(=O)OC,MOL0373
COC(=O)c1ccc(S(N)(=O)=O)cc1NS(C)(=O)=O,MOL0374
COC(=O)c1ccc(S(N)(=O)=O)cc1F,MOL0375
COC(=O)c1ccc(S(N)(=O)=O)cc1C(F)(F)F,MOL0376
COC(=O)c1ccc(S(N)(=O)=O)cc1I,MOL0377
COC(=O)c1ccc(S(N)(=O)=O)cc1N,MOL0378
COC(=O)c1ccc(S(N)(=O)=O)cc1C#N,MOL0379
COC(=O)c1ccc(S(N)(=O)=O)cc1OCCCCC#N,MOL0380
COC(=O)c1ccc(S(N)(=O)=O)cc1CSC(=N)N,MOL0381
COC(=O)c1ccc(S(N)(=O)=O)cc1C(N)=O,MOL0382
COC(=O)c1ccc(S(N)(=O)=O)cc1O,MOL0383
COC(=O)c1ccc(S(N)(=O)=O)cc1N1C(=O)CCCC1=O,MOL0384
COC(=O)c1ccc(S(N)(=O)=O)cc1NC(=O)C1CC1,MOL0385
COC(=O)c1ccc(S(N)(=O)=O)cc1NC(=O)c1ccco1,MOL0386
COC(=O)c1ccc(S(N)(=O)=O)cc1NC(=O)c1ccsc1,MOL0387
COC(=O)c1ccc(S(N)(=O)=O)cc1C(=O)N1CCCC1,MOL0388
COC(=O)c1ccc(S(N)(=O)=O)cc1C(=O)N1CCOCC1,MOL0389
COC(=O)c1ccc(S(N)(=O)=O)cc1C(=O)O,MOL0390
COC(=O)c1ccc(S(N)(=O)=O)cc1OC(=O)c1ccco1,MOL0391
COC(=O)c1ccc(S(N)(=O)=O)cc1CC(=O)O,MOL0392
COC(=O)c1ccc(S(N)(=O)=O)cc1NC(=O)C=CC(=O)O,MOL0393
COC(=O)c1ccc(S(N)(=O)=O)cc1NC(=O)CCC(=O)O,MOL0394
COC(=O)c1ccc(S(N)(=O)=O)cc1[N+](=O)[O-],MOL0395
COC(=O)c1ccc(S(N)(=O)=O)cc1NC(=S)N1CCCC1,MOL0396
COC(=O)c1ccc(S(N)(=O)=O)c(Br)c1,MOL0397
COC(=O)c1ccc(S(N)(=O)=O)c(C)c1,MOL0398
CCCOc1cc(C(=O)OC)ccc1S(N)(=O)=O,MOL0399
CCOc1cc(C(=O)OC)ccc1S(N)(=O)=O,MOL0400
COC(=O)c1ccc(S(N)(=O)=O)c(OC(C)=O)c1,MOL0401
COC(=O)c1ccc(S(N)(=O)=O)c(SC(C)=O)c1,MOL0402
COC(=O)c1ccc(S(N)(=O)=O)c(Cl)c1,MOL0403
COC(=O)c1ccc(S(N)(=O)=O)c(OC)c1,MOL0404
COC(=O)C=Cc1cc(C(=O)OC)ccc1S(N)(=O)=O,MOL0405
COC(=O)c1ccc(S(N)(=O)=O)c(F)c1,MOL0406
COC(=O)c1ccc(S(N)(=O)=O)c(C(F)(F)F)c1,MOL0407
COC(=O)c1ccc(S(N)(=O)=O)c(N)c1,MOL0408
COC(=O)c1ccc(S(N)(=O)=O)c(C#N)c1,MOL0409
COC(=O)c1ccc(S(N)(=O)=O)c(O)c1,MOL0410
COC(=O)c1ccc(S(N)(=O)=O)c([N+](=O)[O-])c1,MOL0411
COC(=O)c1ccc(S(N)(=O)=O)c(S)c1,MOL0412
